Title,Number of Reviews,Rating,Bought Last Month,Price After Discount,MRP,Image URL,Product ID,5 Star Percentage,4 Star Percentage,3 Star Percentage,2 Star Percentage,1 Star Percentage,Bought Last Month (Numeric)
xcluma XM-18 Digital Automatic Small Egg Incubator Thermostat Controller with Temperature and Humidity Sensor,174,3.8,,2999.0,5699.0,https://m.media-amazon.com/images/I/413yYctn0xL._AC_UY218_.jpg,275,null,null,null,null,null,0
"Sage Controllers Thumbstick Aim Rings for Controllers, 4 Pack - 2 Resistance. Compatible with PlayStation 4(ps4), PlayStation 5 (ps5), Xbox one (xb), Switch one, Dualsense, ds4.",7,2.9,,499.0,1499.0,https://m.media-amazon.com/images/I/61P5DNkyvoL._AC_UY218_.jpg,276,null,null,null,null,null,0
Blackt Electrotech: 240 Volt RF Remote control switch for 6 Channel (Long Range 70 Mtr),210,4.0,100+ bought in past month,879.0,58.6,https://m.media-amazon.com/images/I/717GwXwSLiL._AC_UY218_.jpg,277,null,null,null,null,null,100
Electronic Spices 3 USB 5v 1a Mobile Power Bank Charger Controller Module Pack of 1pcs,95,3.4,200+ bought in past month,119.0,249.0,https://m.media-amazon.com/images/I/613aTuUm8rL._AC_UY218_.jpg,278,null,null,null,null,null,200
"Zulaxy Anti Vibration Pads for Washing Machine with Suction Cup for Washing Machines Fridge Dryer Levelling Feet Anti-Walk, Anti-Skid,Anti-Vibration and Noise Cancellation (4 Pack)",0,3.9,,229.0,57.25,,279,null,null,null,null,null,0
"EvoFox One S Universal 3-Mode Wireless Gaming Controller – HallSense™ Precision Joysticks, Bluetooth 5.0, 2.4GHz & Wired Connectivity, Macro & Precision Buttons, Fast Type-C Charging & Dual Vibration, for PC, Mobile, Android TV, PS4 & Console Gaming.",1075,4.1,400+ bought in past month,1599.0,2299.0,https://m.media-amazon.com/images/I/61ZMQy4ln1L._AC_UY218_.jpg,280,61%,18%,6%,4%,11%,400
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc",2607,4.0,1K+ bought in past month,1099.0,1899.0,https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,281,56%,20%,8%,4%,12%,1000
Electronic Spices 3 USB 5v 1a Mobile Power Bank Charger Controller Module Pack of 1pcs,95,3.4,200+ bought in past month,119.0,249.0,https://m.media-amazon.com/images/I/613aTuUm8rL._AC_UY218_.jpg,282,42%,11%,12%,11%,24%,200
"Brainwavz Game Controller Holder Wall Mount Stand for Xbox, PS5, Series X, ONE, PS4, PS3, Switch, Nintendo, PC & More, Fits Latest & Retro Gamepads, Stick On, UGC1",12,4.1,,499.0,799.0,https://m.media-amazon.com/images/I/61AXvwUMwZL._AC_UY218_.jpg,283,61%,11%,16%,0%,12%,0
"New World for PS5 Controller Mobile Phone Mount Clip, Mobile Gaming Clip Cell Phone Stand Holder Bracket for PS 5 Controller Remote Play (PS5 Controller Not Included)",8,4.5,,774.0,799.0,https://m.media-amazon.com/images/I/511hnLvs+yL._AC_UY218_.jpg,284,68%,18%,14%,0%,0%,0
"Porro fino PS3 Controller Charging Cable, PS3 Remote USB CABLE, 5.4 Feet USB to Mini USB Charger Cable Data Transfer Cable Compatible for Sony PlayStation PS3/PS3 Slim Controller, Black",110,4.2,,265.0,599.0,https://m.media-amazon.com/images/I/413N4DOnSuL._AC_UY218_.jpg,285,60%,21%,9%,3%,7%,0
kh 10 A Solar Charge Contoller 12V/ 24V Solar Panel Charge Controller Intelligent Regulator with Dual USB Port Auto Parameter LCD Display - Timer Setting ON/Off Hours (10 A),3,4.5,,499.0,1999.0,https://m.media-amazon.com/images/I/6120ey9SYrL._AC_UY218_.jpg,286,51%,49%,0%,0%,0%,0
"GeekShare G.S.TAC Edge Compatible with Skin Xbox Series X/S Controller, Anti-Slip Silicone Protective Cover Skin Case with 2 Thumb Grip Caps",0,,,1600.0,160000.0,https://m.media-amazon.com/images/I/61kZatsHkUL._AC_UY218_.jpg,287,null,null,null,null,null,0
EXIDE 10 Amp 12/24 Volt Solar Charge Controller,183,3.2,,399.0,799.0,https://m.media-amazon.com/images/I/712jODOMSuL._AC_UY218_.jpg,288,29%,20%,19%,13%,19%,0
"Selec Make Dual Display, Dual Set Point Short Depth Temperature Controller with bright display, Size : 48 x 48mm [TC544C] (Pack of 1)",20,3.2,,1485.0,2805.0,https://m.media-amazon.com/images/I/71ybFHWaXcL._AC_UY218_.jpg,289,36%,19%,8%,9%,28%,0
"EvoFox Elite Ops Wired Gaming Controller for PC, Android TV and PS3 with 2.4m Long Cable | Dual Vibration Rumble Motors | Zero Lag Connectivity with Plug and Play functionality |2.4m Long Cable, X-Input & D-Input | Black",99,4.0,200+ bought in past month,929.0,1499.0,https://m.media-amazon.com/images/I/61VopX4s6qL._AC_UY218_.jpg,290,52%,29%,4%,3%,12%,200
"PowerA Advantage Wired Gaming Controller for Xbox Series X/S, Xbox One, PC, Windows 10/11, Pink Lemonade, Pink/Yellow (Officially Licensed)",3609,4.2,,2999.0,299900.0,https://m.media-amazon.com/images/I/61TK0ecvyBL._AC_UY218_.jpg,291,61%,20%,6%,3%,10%,0
Real Instruments Digital LED Display Temperature Controller With Thermostat Control Switch NTC Sensor Probe For Egg Incubator (STC-1000),151,3.9,,538.0,1999.0,https://m.media-amazon.com/images/I/61to0QFQQ6L._AC_UY218_.jpg,292,52%,17%,13%,5%,13%,0
STC-1000 Temperature Controller Thermostat Incubator Electronic Digital Display Temperature Relay NTC Sensor (Upgraded -50° ~ 99°C) Multipurpose Controller With Sensor Probe,328,3.7,50+ bought in past month,520.0,1999.0,https://m.media-amazon.com/images/I/51hWA-tOabL._AC_UY218_.jpg,293,47%,20%,12%,6%,15%,50
"INKBIRDPLUS Temperature and Humidity Controller, Heating Cooling Thermostat, Temperature Humidity Alarms, Ideal for Greenhouses, Reptiles, Incubators, Home Brewing (UK Plug)",0,,,1747.0,174700.0,https://m.media-amazon.com/images/I/61S7FcSJhiL._AC_UY218_.jpg,294,null,null,null,null,null,0
Selec Tc 533 Bx Digital Temperature Controller - Selec,44,3.9,,1425.0,2405.0,https://m.media-amazon.com/images/I/81dMrefVt5L._AC_UY218_.jpg,295,40%,32%,13%,7%,8%,0
Vault Control 1 Passive Stereo Monitor and Volume Controller,81,4.2,,2649.0,6000.0,https://m.media-amazon.com/images/I/51NIdfdN9TL._AC_UY218_.jpg,296,64%,19%,6%,0%,11%,0
"Geld Tech Motion Sensor Controller for LED Staircase Strip Lights (Adjustable Upto 32 Steps Lighting Controller), (GT-P11)",4,5.0,,2926.0,6500.0,https://m.media-amazon.com/images/I/61aaRfH0lML._AC_UY218_.jpg,297,100%,0%,0%,0%,0%,0
Porro Fino 4 Pack Xbox 360 Wireless Controller Replacement Battery Pack Cover Shell (Black),6,4.7,,449.0,112.25,https://m.media-amazon.com/images/I/510iRNyqR4L._AC_UY218_.jpg,298,74%,26%,0%,0%,0%,0
"20A Intelligent LCD Solar Controller with USB Output Port, Solar Panel USB Port Solar Panel Battery Intelligent Regulator, Multi-Function Adjustable LCD Display Street Light Controller",14,3.0,,549.0,999.0,https://m.media-amazon.com/images/I/41QNku8H+jL._AC_UY218_.jpg,299,27%,21%,13%,10%,29%,0
"Kidology Light Table Tennis Self Training Indoor Gaming 2 Racket & 4 Practice Ping Pong Ball Parent Child Interaction Toys for Kids Fun Party Game Sports Toy, Multicolor",0,3.8,,398.0,999.0,,300,55%,13%,10%,6%,16%,0
"EvoFox One S Universal 3-Mode Wireless Gaming Controller – HallSense™ Precision Joysticks, Bluetooth 5.0, 2.4GHz & Wired Connectivity, Macro & Precision Buttons, Fast Type-C Charging & Dual Vibration, for PC, Mobile, Android TV, PS4 & Console Gaming.",1075,4.1,400+ bought in past month,1599.0,2299.0,https://m.media-amazon.com/images/I/61ZMQy4ln1L._AC_UY218_.jpg,301,61%,18%,6%,4%,11%,400
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc",2607,4.0,1K+ bought in past month,1099.0,1899.0,https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,302,56%,20%,8%,4%,12%,1000
Selec Tc 533 Bx Digital Temperature Controller - Selec,44,3.9,,1425.0,2405.0,https://m.media-amazon.com/images/I/81dMrefVt5L._AC_UY218_.jpg,303,40%,32%,13%,7%,8%,0
Porro Fino 4 Pack Xbox 360 Wireless Controller Replacement Battery Pack Cover Shell (Black),6,4.7,,449.0,112.25,https://m.media-amazon.com/images/I/510iRNyqR4L._AC_UY218_.jpg,304,74%,26%,0%,0%,0%,0
New World PS5 Controller Silicone Cover Case PS5 Controller Skin Anti Slip Protective Case Sleeve for Sony Playstation 5 DualSense Controller with Thumbgrips free - Brown Army,10,4.7,,362.0,599.0,https://m.media-amazon.com/images/I/61yzbdYjjkL._AC_UY218_.jpg,305,72%,28%,0%,0%,0%,0
Vault Control 1 Passive Stereo Monitor and Volume Controller,81,4.2,,2649.0,6000.0,https://m.media-amazon.com/images/I/51NIdfdN9TL._AC_UY218_.jpg,306,64%,19%,6%,0%,11%,0
PID-Temperature Controllers - 72 X 72 mm - Selec TC203 Economical PID-ON/OFF Temperature Controller,66,4.3,,1474.0,2550.0,https://m.media-amazon.com/images/I/81kBqDH+kLL._AC_UY218_.jpg,307,73%,11%,4%,5%,7%,0
"20A Intelligent LCD Solar Controller with USB Output Port, Solar Panel USB Port Solar Panel Battery Intelligent Regulator, Multi-Function Adjustable LCD Display Street Light Controller",14,3.0,,549.0,999.0,https://m.media-amazon.com/images/I/41QNku8H+jL._AC_UY218_.jpg,308,27%,21%,13%,10%,29%,0
"Selec Make Single Display, Single Set Point Temperature Controller (Simple and Economic), Size : 96 x 96mm [TC303AX] (Pack of 1)",3,4.6,,1355.0,2550.0,https://m.media-amazon.com/images/I/31TM3zsgAmL._AC_UY218_.jpg,309,63%,37%,0%,0%,0%,0
Quick Sense LED Motion Sensor Controller for LED Staircase LED Strip Lighting Upto 32 Steps Adjustable Lighting Controller (32CH Stair Controller),6,3.4,,3297.0,9999.0,https://m.media-amazon.com/images/I/51Gosvmjk5L._AC_UY218_.jpg,310,45%,21%,0%,0%,34%,0
"EvoFox Elite Ops Wired Gaming Controller for PC, Android TV and PS3 with 2.4m Long Cable | Dual Vibration Rumble Motors | Zero Lag Connectivity with Plug and Play functionality |2.4m Long Cable, X-Input & D-Input | Black",99,4.0,200+ bought in past month,929.0,1499.0,https://m.media-amazon.com/images/I/61VopX4s6qL._AC_UY218_.jpg,311,52%,29%,4%,3%,12%,200
"PowerA Advantage Wired Gaming Controller for Xbox Series X/S, Xbox One, PC, Windows 10/11, Pink Lemonade, Pink/Yellow (Officially Licensed)",3609,4.2,,2999.0,299900.0,https://m.media-amazon.com/images/I/61TK0ecvyBL._AC_UY218_.jpg,312,61%,20%,6%,3%,10%,0
5V-30V DC PWM Speed Controller Mini Electrical Motor Control Switch LED Dimmer Module,52,3.4,,107.0,190.0,https://m.media-amazon.com/images/I/61IocQO39rL._AC_UY218_.jpg,313,36%,17%,18%,8%,21%,0
WT9 Xbox 360 Controller Replacement Battery Pack Cover Shell - Black,73,4.1,,235.0,599.0,https://m.media-amazon.com/images/I/21Vwq3SY0UL._AC_UY218_.jpg,314,59%,19%,9%,0%,13%,0
Electronic Spices (Combo of 3) W1209 Digital Temperature Controller Thermostat Module + 12V 2Amp Adapter + 3 Inch Fan,65,3.9,,399.0,99.75,https://m.media-amazon.com/images/I/81mM-s7Qo7L._AC_UY218_.jpg,315,49%,20%,11%,10%,10%,0
YOURBOT XH-W3001 Digital Display Temperature Controller 220V 10A | LED Temperature Controller with Thermostat Control Switch Probe For Egg Incubator,78,3.8,,359.0,699.0,https://m.media-amazon.com/images/I/71vxxGaGv8L._AC_UY218_.jpg,316,46%,28%,6%,5%,15%,0
Luminous PWM Solar Charge Controller 20Amp (White),4,4.0,,780.0,2295.0,https://m.media-amazon.com/images/I/31EPDGzoP6L._AC_UY218_.jpg,317,27%,52%,21%,0%,0%,0
"TC513CX, Digital Temperature controller with Relay/SSR output, 90 to 270V AC/DC",0,,,1230.0,2035.0,https://m.media-amazon.com/images/I/41Nk3zqAAmL._AC_UY218_.jpg,318,null,null,null,null,null,0
xcluma STC-1000 220V AC LCD Digital Thermostat Temperature Control dual Relay HOT and COLD,20,3.9,,459.0,1199.0,https://m.media-amazon.com/images/I/61ClB5y1yJL._AC_UY218_.jpg,319,57%,11%,12%,7%,13%,0
"New World Captain-America Theme Designer Series Thumb Grip Thumstick Analog Extender for PS4, PS5,Xbox Series Controller- 4 PC",4,4.6,,299.0,499.0,https://m.media-amazon.com/images/I/71Z-JZ5sXxL._AC_UY218_.jpg,320,56%,44%,0%,0%,0%,0
"Zulaxy Anti Vibration Pads for Washing Machine with Suction Cup for Washing Machines Fridge Dryer Levelling Feet Anti-Walk, Anti-Skid,Anti-Vibration and Noise Cancellation (4 Pack)",0,3.9,,229.0,57.25,,321,51%,20%,10%,5%,14%,0
"EvoFox One S Universal 3-Mode Wireless Gaming Controller – HallSense™ Precision Joysticks, Bluetooth 5.0, 2.4GHz & Wired Connectivity, Macro & Precision Buttons, Fast Type-C Charging & Dual Vibration, for PC, Mobile, Android TV, PS4 & Console Gaming.",1075,4.1,400+ bought in past month,1599.0,2299.0,https://m.media-amazon.com/images/I/61ZMQy4ln1L._AC_UY218_.jpg,322,61%,18%,6%,4%,11%,400
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc",2607,4.0,1K+ bought in past month,1099.0,1899.0,https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,323,56%,20%,8%,4%,12%,1000
xcluma STC-1000 220V AC LCD Digital Thermostat Temperature Control dual Relay HOT and COLD,20,3.9,,459.0,1199.0,https://m.media-amazon.com/images/I/61ClB5y1yJL._AC_UY218_.jpg,324,57%,11%,12%,7%,13%,0
Electronic Spices 12V Mini 3 Keys Single RGB Color Led Controller Brightness Dimmer for Dc12-24V Led 3528 5050 Strip Light RGB,53,3.6,,149.0,200.0,https://m.media-amazon.com/images/I/51X+rRC6j7L._AC_UY218_.jpg,325,48%,10%,16%,6%,20%,0
New World For PS4 Playstation 4 Controller Silicon Conductive Silicone Rubber Pads for JMD/JDS 030 /JDS 040 2nd/3rd Gen V2 Controller,41,4.2,,248.0,499.0,https://m.media-amazon.com/images/I/51c2GXNKCZL._AC_UY218_.jpg,326,67%,11%,6%,9%,7%,0
xcluma Brushless Motor Intelligent dual mode 36V 48V 800W Controller for Electric Vehicle bike scooter e rickshaw,19,2.9,,2499.0,3999.0,https://m.media-amazon.com/images/I/71H4DiMgVHL._AC_UY218_.jpg,327,32%,11%,12%,9%,36%,0
New World Latest Replacement Board Button Ribbon Cable sheet for PlayStation 4 PS4 Wireless Controller model JDM-050 JDM055,215,4.1,,409.0,499.0,https://m.media-amazon.com/images/I/31HtjfsAPjS._AC_UY218_.jpg,328,56%,15%,22%,3%,4%,0
"Bee Smart Fully Automatic Water Level Controller Auto on, Auto off, 0-2 HP, 30 A ,Relay ,Model BEEWLC-4 For Mono block & Sump Pumps.",84,3.2,,555.0,648.0,https://m.media-amazon.com/images/I/71hbtKjpMAL._AC_UY218_.jpg,329,33%,20%,10%,11%,26%,0
"Dual Charging Dock Compatible with Ps-4 Wireless Controller, Store & Charger Controller Ps4/Slim/Pro for Cellular Phones (Black)",0,,,999.0,2999.0,https://m.media-amazon.com/images/I/61uzzo74L5L._AC_UY218_.jpg,330,null,null,null,null,null,0
"Blackt Electrotech (BT42GA) Automatic Digital Garden Water Timer - Programmable, Waterproof Irrigation Controller with LCD Display for Lawns and Pools",7,4.8,,2249.0,224900.0,https://m.media-amazon.com/images/I/61FjEnZAr+L._AC_UY218_.jpg,331,79%,21%,0%,0%,0%,0
"EvoFox Elite Ops Wired Gaming Controller for PC, Android TV and PS3 with 2.4m Long Cable | Dual Vibration Rumble Motors | Zero Lag Connectivity with Plug and Play functionality |2.4m Long Cable, X-Input & D-Input | Black",99,4.0,200+ bought in past month,929.0,1499.0,https://m.media-amazon.com/images/I/61VopX4s6qL._AC_UY218_.jpg,332,52%,29%,4%,3%,12%,200
"PowerA Advantage Wired Gaming Controller for Xbox Series X/S, Xbox One, PC, Windows 10/11, Pink Lemonade, Pink/Yellow (Officially Licensed)",3609,4.2,,2999.0,299900.0,https://m.media-amazon.com/images/I/61TK0ecvyBL._AC_UY218_.jpg,333,61%,20%,6%,3%,10%,0
"PS5 Controller Cover, PS5 Controller Accessories Slim Controller Cover Case, Silicone Cover for Game Controller, Protective Cover for Controller, Accessories for Wireless Controller",1,5.0,,499.0,599.0,https://m.media-amazon.com/images/I/61L0cQiFiuL._AC_UY218_.jpg,334,100%,0%,0%,0%,0%,0
"New World Special Edition Silicon Cover for PS5 Controller Silicon case Cover for PS5 Controller,Skin Sleeve Protector for PS5 Dualsens Controller Accessory Spider-Man Theme",1,4.0,,520.0,599.0,https://m.media-amazon.com/images/I/61xSUbekL6L._AC_UY218_.jpg,335,0%,100%,0%,0%,0%,0
"Dr Trust USA Orthopedic Electric Heating Pad for Period Pain Relief I Heat Belt For Period Cramps, Lower Back Pain, Lumbar, Shoulder & Knee, 3 Heat Settings with Temperature Controller-368",264,3.8,100+ bought in past month,799.0,999.0,https://m.media-amazon.com/images/I/81P56OASgcL._AC_UY218_.jpg,336,50%,21%,7%,5%,17%,100
"Inkbird PID Temperature Controller Kit, High Voltage 100ACV to 240ACV, Comes with SSR 40DA Solid State Relay, K Type Thermocouple, and White Heat Sink",528,4.4,,2672.0,5010.0,https://m.media-amazon.com/images/I/61n67cfLhwL._AC_UY218_.jpg,337,74%,12%,6%,3%,5%,0
WT9 Xbox 360 Controller Replacement Battery Pack Cover Shell - Black,73,4.1,,235.0,599.0,https://m.media-amazon.com/images/I/21Vwq3SY0UL._AC_UY218_.jpg,338,59%,19%,9%,0%,13%,0
Robocraze 220V 10A Digital Display Temperature Controller | XH-W3001 LED Temperature Controller with Thermostat Control Switch Probe,73,3.7,,411.0,1199.0,https://m.media-amazon.com/images/I/61H4EXgL2oL._AC_UY218_.jpg,339,42%,26%,11%,9%,12%,0
New World PS5 Controller Silicone Cover Case Anti Slip Protective Case Sleeve for Sony Playstation 5 DualSense Controller with Thumbgrips Free - Black,441,4.3,100+ bought in past month,425.0,599.0,https://m.media-amazon.com/images/I/71MKApuaazL._AC_UY218_.jpg,340,62%,21%,9%,5%,3%,100
"Verilux® PS5 Controller Cover Case, Anti-Slip Sweat Proof Silicone Cover Skin PS5 Controller Skin Cover for PS5 Dual Sense Controller with Thumb Grip Caps, Joystick Protectors and Cover Wrap Sticker",8,4.1,,1034.0,1499.0,https://m.media-amazon.com/images/I/616ba5pTniL._AC_UY218_.jpg,341,54%,31%,0%,0%,15%,0
"Kidology Light Table Tennis Self Training Indoor Gaming 2 Racket & 4 Practice Ping Pong Ball Parent Child Interaction Toys for Kids Fun Party Game Sports Toy, Multicolor",0,3.8,,398.0,999.0,,342,55%,13%,10%,6%,16%,0
"GameSir G7 SE Wired Controller for Xbox Series X|S, Xbox One & Windows 10/11, Plug and Play Gaming Gamepad with Hall Effect Joysticks/Hall Trigger, 3.5mm Audio Jack",11590,4.3,50+ bought in past month,4499.0,9999.0,https://m.media-amazon.com/images/I/51iXILIT27L._AC_UY218_.jpg,343,71%,13%,5%,3%,8%,50
"EvoFox One S Universal 3-Mode Wireless Gaming Controller – HallSense™ Precision Joysticks, Bluetooth 5.0, 2.4GHz & Wired Connectivity, Macro & Precision Buttons, Fast Type-C Charging & Dual Vibration, for PC, Mobile, Android TV, PS4 & Console Gaming.",1075,4.1,400+ bought in past month,1599.0,2299.0,https://m.media-amazon.com/images/I/61ZMQy4ln1L._AC_UY218_.jpg,344,61%,18%,6%,4%,11%,400
xcluma Brushless Motor Intelligent dual mode 36V 48V 800W Controller for Electric Vehicle bike scooter e rickshaw,19,2.9,,2499.0,3999.0,https://m.media-amazon.com/images/I/71H4DiMgVHL._AC_UY218_.jpg,345,32%,11%,12%,9%,36%,0
"New World Silicone Cover Case for Xbox Series X/S Controller, Rubber Skin Protector for Xbox Series X/S Controller with Matching Thumb Grips - Black",95,4.4,,599.0,,https://m.media-amazon.com/images/I/51dgvlyFOnL._AC_UY218_.jpg,346,75%,11%,5%,3%,6%,0
"Bee Smart Fully Automatic Water Level Controller Auto on, Auto off, 0-2 HP, 30 A ,Relay ,Model BEEWLC-4 For Mono block & Sump Pumps.",84,3.2,,555.0,648.0,https://m.media-amazon.com/images/I/71hbtKjpMAL._AC_UY218_.jpg,347,33%,20%,10%,11%,26%,0
"NiTHO HEXAGON Wireless RGB Controller for PS4, PS5 (with PS4 Games Only), PC, Android & iOS, Gamepad Joystick with RGB LED Lights | Vibration | 6-Axis Motion Sensor | Touchpad | Trigger Sets | Speaker",319,3.6,,1929.0,192900.0,https://m.media-amazon.com/images/I/71U97gKvuSL._AC_UY218_.jpg,348,44%,22%,11%,4%,19%,0
"Blackt Electrotech (BT42GA) Automatic Digital Garden Water Timer - Programmable, Waterproof Irrigation Controller with LCD Display for Lawns and Pools",7,4.8,,2249.0,224900.0,https://m.media-amazon.com/images/I/61FjEnZAr+L._AC_UY218_.jpg,349,79%,21%,0%,0%,0%,0
Porro Fino Wireless Gaming Controller Joystick Support for Android Phone Smart Box Smart TV & Smart Phone X3 Bluetooth Wireless Gamepad Controller Handle for Android Smartphone,43,3.8,,898.0,1999.0,https://m.media-amazon.com/images/I/41gkNwugNUL._AC_UY218_.jpg,350,50%,17%,14%,5%,14%,0
"Dr Trust USA Orthopedic Electric Heating Pad for Period Pain Relief I Heat Belt For Period Cramps, Lower Back Pain, Lumbar, Shoulder & Knee, 3 Heat Settings with Temperature Controller-368",264,3.8,100+ bought in past month,799.0,999.0,https://m.media-amazon.com/images/I/81P56OASgcL._AC_UY218_.jpg,351,50%,21%,7%,5%,17%,100
"New World Replacement Thumbstick Cap for Xbox Series X/S Controller, Replacement Analog Joystick Caps for Xbox Series X Xbox Series S Controller- Black 2pc",12,3.6,,299.0,14950.0,https://m.media-amazon.com/images/I/51zRKtkyJJL._AC_UY218_.jpg,352,47%,23%,0%,0%,30%,0
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc",2607,4.0,1K+ bought in past month,1099.0,1899.0,https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,353,56%,20%,8%,4%,12%,1000
"EvoFox Elite Ops Wired Gaming Controller for PC, Android TV and PS3 with 2.4m Long Cable | Dual Vibration Rumble Motors | Zero Lag Connectivity with Plug and Play functionality |2.4m Long Cable, X-Input & D-Input | Black",99,4.0,200+ bought in past month,929.0,1499.0,https://m.media-amazon.com/images/I/61VopX4s6qL._AC_UY218_.jpg,354,52%,29%,4%,3%,12%,200
"New World Special Edition Silicon Cover for PS5 Controller Silicon case Cover for PS5 Controller,Skin Sleeve Protector for PS5 Dualsens Controller Accessory Spider-Man Theme",1,4.0,,520.0,599.0,https://m.media-amazon.com/images/I/61xSUbekL6L._AC_UY218_.jpg,355,0%,100%,0%,0%,0%,0
Amazon Basics Flameless LED Candles with Remote Controller & Timer | Golden Acrylic Fiber Glass | Set of 3 | (Golden),2223,4.1,300+ bought in past month,929.0,309.67,https://m.media-amazon.com/images/I/61+E2IwH01L._AC_UY218_.jpg,356,60%,17%,9%,3%,11%,300
GAMENOPHOBIA Replacement Button Ribbon Cable Sheet for PlayStation 4 PS4 Wireless Controller JDM-040 – Flex Circuit Board Repair Part,22,4.3,,225.0,499.0,https://m.media-amazon.com/images/I/3182M+x24xL._AC_UY218_.jpg,357,78%,6%,0%,0%,16%,0
"Inkbird PID Temperature Controller Kit, High Voltage 100ACV to 240ACV, Comes with SSR 40DA Solid State Relay, K Type Thermocouple, and White Heat Sink",528,4.4,,2672.0,5010.0,https://m.media-amazon.com/images/I/61n67cfLhwL._AC_UY218_.jpg,358,74%,12%,6%,3%,5%,0
New World PS5 Controller Silicone Cover Case PS5 Controller Skin Anti Slip Protective Case Sleeve for Sony Playstation 5 DualSense Controller with Thumbgrips free - Brown Army,10,4.7,,362.0,599.0,https://m.media-amazon.com/images/I/61yzbdYjjkL._AC_UY218_.jpg,359,72%,28%,0%,0%,0%,0
"Anzailala 8 Pairs/16 PCS Controller Silicone Joystick Thumb Grips Caps,Luminous and non-slip,Suitable for 360, PS2,PS3, PS4",309,4.0,100+ bought in past month,268.0,999.0,https://m.media-amazon.com/images/I/61103IQzRqL._AC_UY218_.jpg,360,48%,25%,15%,4%,8%,100
Robocraze 220V 10A Digital Display Temperature Controller | XH-W3001 LED Temperature Controller with Thermostat Control Switch Probe,73,3.7,,411.0,1199.0,https://m.media-amazon.com/images/I/61H4EXgL2oL._AC_UY218_.jpg,361,42%,26%,11%,9%,12%,0
"NiTHO Controller Charging Station with 2 Rechargeable Battery Packs, Compatible with Xbox Series X|S, Xbox One/One X/S Elite, Dual Charging Dock, USB-C Cable Included",267,4.5,,1699.0,2299.0,https://m.media-amazon.com/images/I/71+FPBxxmlL._AC_UY218_.jpg,362,79%,11%,2%,2%,6%,0
"Zulaxy Anti Vibration Pads for Washing Machine with Suction Cup for Washing Machines Fridge Dryer Levelling Feet Anti-Walk, Anti-Skid,Anti-Vibration and Noise Cancellation (4 Pack)",0,3.9,,229.0,57.25,,363,51%,20%,10%,5%,14%,0
OIVO INDIA Black Dotted Design Cover for PS5 Game Controller Remote Sleeves with Black ThumbGrip Set Compatible with Sony PlayStation 5 Remote (Combo),5,3.3,50+ bought in past month,349.0,999.0,https://m.media-amazon.com/images/I/51l0xXFnO-L._AC_UY218_.jpg,364,36%,22%,0%,21%,21%,50
"ZORBES® 4pcs Silicone Joycon Thumb Grip Caps Creative Ball Design Joy-Con Thumb Grip Cap Silicone Joy-Con Thumb Grip Cap, Suitable Controllers of Switch/OLED/Switch Lite",49,4.4,50+ bought in past month,485.0,1049.0,https://m.media-amazon.com/images/I/51axFTcJC1L._AC_UY218_.jpg,365,67%,17%,9%,5%,2%,50
Robocraze 220V 10A Digital Display Temperature Controller | XH-W3001 LED Temperature Controller with Thermostat Control Switch Probe,73,3.7,,411.0,1199.0,https://m.media-amazon.com/images/I/61H4EXgL2oL._AC_UY218_.jpg,366,42%,26%,11%,9%,12%,0
ZORBES® 4Pcs Skull Thumb Grip Caps for Playstation 5 Controller PS5 Controller Stick Joystick Attachment Silicone Cover Skull Thumb Grip PS5 Accessories Thumbsticks Cover Set for Switch Pro Controller,3,4.7,,489.0,749.0,https://m.media-amazon.com/images/I/513J8P4GABL._AC_UY218_.jpg,367,67%,33%,0%,0%,0%,0
"Verilux® PS5 Controller Cover Case, Anti-Slip Sweat Proof Silicone Cover Skin PS5 Controller Skin Cover for PS5 Dual Sense Controller with Thumb Grip Caps, Joystick Protectors and Cover Wrap Sticker",8,4.1,,1034.0,1499.0,https://m.media-amazon.com/images/I/616ba5pTniL._AC_UY218_.jpg,368,54%,31%,0%,0%,15%,0
"Mphmi PlayStation Dual Sense Wireless Gaming Controller for PS5, Starlight Blue",0,,,6990.0,7999.0,https://m.media-amazon.com/images/I/31o3tXP957L._AC_UY218_.jpg,369,null,null,null,null,null,0
