Title,Number of Reviews,Rating,Bought Last Month,Price After Discount,MRP,Image URL,Product ID,5 Star Percentage,4 Star Percentage,3 Star Percentage,2 Star Percentage,1 Star Percentage,Bought Last Month (Numeric)
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc",2607,4.0,1K+ bought in past month,1099.0,1899.0,https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,86,56%,20%,8%,4%,12%,1000
"Ninjadog Astra One Ultra - Hall effect Mobile Game Controller| Wireless gamepad for PC, iOS, Android",15,3.9,,3618.0,6499.0,https://m.media-amazon.com/images/I/611ciTQB8jL._AC_UY218_.jpg,87,55%,14%,11%,8%,12%,0
A.K.TRADERS Wired USB Game Gaming USB Gamepad for Pc Gamepad Controller Joypad Joystick Control for Pc Computer Laptop for Windows,3,2.6,50+ bought in past month,449.0,1999.0,https://m.media-amazon.com/images/I/51ZWsN+XXOL._AC_UY218_.jpg,88,32%,0%,0%,35%,33%,50
"NiTHO HEXAGON Wireless RGB Controller for PS4, PS5 (with PS4 Games Only), PC, Android & iOS, Gamepad Joystick with RGB LED Lights | Vibration | 6-Axis Motion Sensor | Touchpad | Trigger Sets | Speaker",319,3.6,,1929.0,192900.0,https://m.media-amazon.com/images/I/71U97gKvuSL._AC_UY218_.jpg,89,44%,22%,11%,4%,19%,0
CLAW Shoot Wireless 2.4Ghz USB Gamepad Controller for PC Supports Windows XP/7/8/10 with Rubberized Textured Grip and Dual Vibration Motors (Does not have Bluetooth || Not for Mobile),4231,3.9,,1390.0,1790.0,https://m.media-amazon.com/images/I/71ECIrQFjXL._AC_UY218_.jpg,90,50%,22%,11%,4%,13%,0
KingBoo Pro Controller for Nintendo Switch Monster Rise,0,,,3799.0,5999.0,https://m.media-amazon.com/images/I/51rJxT9febL._AC_UY218_.jpg,91,null,null,null,null,null,0
Elite Wireless Controller Series 2,26575,4.2,,18590.0,19999.0,https://m.media-amazon.com/images/I/71k-1plH95L._AC_UY218_.jpg,92,69%,10%,6%,4%,11%,0
"Ant Esports GP325 Wireless Gamepad, Android/Windows/macOS/Switch, Bluetooth Mobile Gaming Controller Gamepad for XBox Cloud Gaming and PS",752,3.7,50+ bought in past month,1399.0,3499.0,https://m.media-amazon.com/images/I/81V2IVlgzoL._AC_UY218_.jpg,93,45%,22%,12%,6%,15%,50
"GameSir Cyclone 2 Wireless Controller for PC/Switch/Android/iOS, 1000Hz Polling Rate, TMR Joysticks, Hall/Micro 2-in-1 Triggers，PC Gaming Controller with Charging Dock(White)",1,5.0,,5949.0,594900.0,https://m.media-amazon.com/images/I/51eF3j0PwjL._AC_UY218_.jpg,94,100%,0%,0%,0%,0%,0
Sony Playstation Dualsense Cosmic Red Wireless Controller For Playstation 5,11064,4.6,50+ bought in past month,,,https://m.media-amazon.com/images/I/61n1J5O9tpL._AC_UY218_.jpg,95,82%,9%,2%,2%,5%,50
"FRONTECH Fire Wired Gaming Pad with USB Type-C | Dual Vibration Motors | RGB Lighting |Trigger Button|Compatible with PS3, PC & Android TV (GP-0001, Black)",17,3.8,,1249.0,2500.0,https://m.media-amazon.com/images/I/816ATBbfbgL._AC_UY218_.jpg,96,56%,13%,8%,0%,23%,0
"Brainwavz The UberAtlas - Dual Game Controller & Headphone Stand Wall Mount Holder for XBOX ONE, SERIES X, PS5, PS4, PS3, SWITCH, STEELSERIES Gamepad & More, Stay Organized No Screws, Black",2250,4.3,,999.0,2999.0,https://m.media-amazon.com/images/I/81M4V6eLNtL._AC_UY218_.jpg,97,66%,13%,12%,3%,6%,0
"Kidology Light Table Tennis Self Training Indoor Gaming 2 Racket & 4 Practice Ping Pong Ball Parent Child Interaction Toys for Kids Fun Party Game Sports Toy, Multicolor",0,3.8,,398.0,999.0,,98,55%,13%,10%,6%,16%,0
"EvoFox One Universal Bluetooth Gaming Controller For PC, iOS, iPadOS, Android and PS4, Dynamic Rgb Lights, Transparent Design Gamepad, Programable Buttons, Turbo Mode with The Dojo App, Detachable Mobile Clamp, and More",1075,4.1,300+ bought in past month,2399.0,3499.0,https://m.media-amazon.com/images/I/619Fbqq3yxL._AC_UY218_.jpg,99,61%,18%,6%,4%,11%,300
"Drumstone 𝐂𝐨𝐦𝐛𝐨 C1343 Game Controller Gamepad 3 in 1 Mobile Joystick Gamepad Phone & X6 Handheld 4.3-inch Game Console, Built-in More Than 10,000 Free Games",1,5.0,,4699.0,9999.0,https://m.media-amazon.com/images/I/51gw-2nQp3L._AC_UY218_.jpg,100,100%,0%,0%,0%,0%,0
GAMENOPHOBIA Wireless Gaming Controller Joystick Support for Android Phone Smart Box Smart TV & Smart Phone X3 Bluetooth Wireless Gamepad Controller Handle for Android Smartphone Black*,25,3.6,,898.0,1999.0,https://m.media-amazon.com/images/I/41q1KQBBIuL._AC_UY218_.jpg,101,51%,10%,14%,0%,25%,0
"FRONTECH Fire Pro Wireless Gaming Pad with 2.4GHz | Dual Vibration Motors | RGB Lighting|Trigger Button|Compatible with PS3, PC & Android TV (GP-0002, Black)",6,4.0,,1869.0,3500.0,https://m.media-amazon.com/images/I/81DHAKbF5lL._AC_UY218_.jpg,102,61%,0%,20%,19%,0%,0
"Ant Plus Leo 300 Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Keys for PC/Android - Black",9,3.7,50+ bought in past month,1199.0,2199.0,https://m.media-amazon.com/images/I/71zCHmv-2ZL._AC_UY218_.jpg,103,44%,33%,0%,0%,23%,50
GAMEZZ24 Compatible ps-4 Dual/shock 4 Wireless Controller for ps-4 Remote for Pro/Slim/FAT/PC/Android/ISO,2,3.0,50+ bought in past month,1349.0,2999.0,https://m.media-amazon.com/images/I/31W6umpmDXL._AC_UY218_.jpg,104,50%,0%,0%,0%,50%,50
"Nitho Hexagon Wireless RGB Controller for PC, Switch, Android, iOS and Windows, with 6-Axis Motion Sensor, Customizable Triggers, Detachable Phone Clamp, Lightweight Honeycomb Design",59,3.8,,1999.0,3999.0,https://m.media-amazon.com/images/I/61ynC2uZJYL._AC_UY218_.jpg,105,47%,20%,14%,5%,14%,0
Ant Esports GP300 Pro Tri Colour Wireless Gaming Controller Gamepad for PC 2.4Ghz Connectivity with Dual Vibration Motor Free OTG and USB Connector Full charge 12Hrs Playtime For all Windows Versions,11,3.5,,1769.0,3499.0,https://m.media-amazon.com/images/I/71xGlpkf9IL._AC_UY218_.jpg,106,45%,25%,0%,0%,30%,0
A.K.TRADERS Ps-2 Wired Dualshock Remote Controller For Playstation-2 Generic - Random Color,0,,,449.0,44900.0,https://m.media-amazon.com/images/I/51hDKoSazJL._AC_UY218_.jpg,107,null,null,null,null,null,0
"GameSir T4 Wireless Controller for Cyclone Switch/Lite/OLED Hall Effect Joystick & Trigger 6-Axis Gyro for Android, IOS, Steam Deck, Windows PC, Steam Gamepad Back Button, Fire Macro Function (White)",746,4.1,,4731.0,19999.0,https://m.media-amazon.com/images/I/61CauOPPnnL._AC_UY218_.jpg,108,59%,20%,8%,5%,8%,0
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc",2607,4.0,1K+ bought in past month,1099.0,1899.0,https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,109,56%,20%,8%,4%,12%,1000
"OIVO INDIA 8Pcs Black Silicone FPS Thumb Grip Set (Compatible with PS5,PS4,Nintendo Switch Pro)",46,3.8,100+ bought in past month,189.0,499.0,https://m.media-amazon.com/images/I/512kbmqEb7L._AC_UY218_.jpg,110,47%,26%,8%,4%,15%,100
"Sony Dualsense Usb Type A Charging Station For Playstation (Playstation5),Multicolor",720,4.5,500+ bought in past month,1999.0,2590.0,https://m.media-amazon.com/images/I/418WzN0pPfL._AC_UY218_.jpg,111,78%,10%,3%,2%,7%,500
"PowerA OPS v3 Pro Wireless Controller with Lumectra for PC, Cloud Gaming, Hall Effect Thumbsticks & Triggers, Big 1200mAh Battery, 6 Mappable Buttons, Mechanical Buttons, Customizable RGB Lights",3609,4.2,,7299.0,9999.0,https://m.media-amazon.com/images/I/71-+WqDNlrL._AC_UY218_.jpg,112,61%,20%,6%,3%,10%,0
"GameSir Nova Lite Controller for PC, Steam, Switch, iOS and Android devices, Wireless Gaming Gamepad with Hall Effect Joysticks, Turbo Function (Gray)",6,4.1,,2804.0,280400.0,https://m.media-amazon.com/images/I/41AqYogcPHL._AC_UY218_.jpg,113,77%,0%,0%,0%,23%,0
"SSR X3 Game Controller Wireless/Bluetooth Gamepad Gaming Console, PC, Android TV Set, Android Media Box, D-Input & X-Input Mode for Windows System",0,,,799.0,1499.0,https://m.media-amazon.com/images/I/51faL4AdLrL._AC_UY218_.jpg,114,null,null,null,null,null,0
"GameSir Cyclone 2 Wireless Controller for Switch, PC, Steam, Android, iOS, PC Controller with Mag-Res™ TMR Sticks, Hall Effect Triggers, RGB Lightning, 6-Axis Gyro, Turbo(Phantom White Bundle)",5,4.0,,5099.0,509900.0,https://m.media-amazon.com/images/I/51Le4m+Kt8L._AC_UY218_.jpg,115,52%,25%,0%,23%,0%,0
"XBOX Wireless Controller – Robot White Series X|S, One, and Windows Devices",0,,,5290.0,529000.0,https://m.media-amazon.com/images/I/51aUZqA7SEL._AC_UY218_.jpg,116,null,null,null,null,null,0
"Machenike G5 Pro Wireless Game Controller for PC - Hall Effect Joystick & Triggers, Mechanical Buttons, Motion control/Gyroscope, Turbo & Macro Back buttons, Bluetooth 5.0/USB Dongle/Wired connectivity, Air Mouse/Remote Mode, RGB Lights, Windows/macOS/iOS/Android/Nintendo Switch(NS)/Steam/Linux/TV box - Multiplatform",270,4.1,,3799.0,6200.0,https://m.media-amazon.com/images/I/61LNqdz4oEL._AC_UY218_.jpg,117,63%,15%,7%,3%,12%,0
"FRONTECH Fire Wired Gaming Pad with USB Type-C | Dual Vibration Motors | RGB Lighting |Trigger Button|Compatible with PS3, PC & Android TV (GP-0001, Black)",17,3.8,,1249.0,2500.0,https://m.media-amazon.com/images/I/816ATBbfbgL._AC_UY218_.jpg,118,56%,13%,8%,0%,23%,0
"PowerA Wireless Gaming Controller for Xbox Series X/S, Xbox One, PC, Windows 10/11, Fortnite SE, Hall Effect Thumbsticks & Triggers, Low Latency Wireless, with Bonus Virtual Item (Officially Licensed)",167,4.3,,6799.0,13999.0,https://m.media-amazon.com/images/I/818xvlbMu4L._AC_UY218_.jpg,119,69%,14%,5%,1%,11%,0
"PowerA FUSION Pro 4 Wired Gaming Controller with Magnetic Hall Effect for Xbox Series X/S, Xbox One, PC, Windows 10/11, Black (Officially Licensed)",1634,4.0,,5999.0,8999.0,https://m.media-amazon.com/images/I/71BxfYhWTSL._AC_UY218_.jpg,120,60%,15%,8%,4%,13%,0
"Zulaxy Anti Vibration Pads for Washing Machine with Suction Cup for Washing Machines Fridge Dryer Levelling Feet Anti-Walk, Anti-Skid,Anti-Vibration and Noise Cancellation (4 Pack)",0,3.9,,229.0,57.25,,121,51%,20%,10%,5%,14%,0
"PowerA FUSION Pro Wireless Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Ghost RGB LED Lighting, Black (Officially Licensed)",1634,4.0,,9999.0,13999.0,https://m.media-amazon.com/images/I/81rcx2yWUOL._AC_UY218_.jpg,122,60%,15%,8%,4%,13%,0
GeekShare Controller Skin Grips Set for Xbox Silicone Protective Cover Skin Case Compatible with Xbox Series X Controller with 2 Thumb Grip Caps and 2 Stickers - Star Wings Series (Pink),27,5.0,,1560.0,2340.0,https://m.media-amazon.com/images/I/61qVaJgbbiL._AC_UY218_.jpg,123,96%,4%,0%,0%,0%,0
Ant Esports GP300 Pro Fire Fly Wireless Gaming Controller Gamepad for PC 2.4Ghz Connectivity with Dual Vibration Motor Free OTG and USB Connector Full charge 12Hrs Playtime For all Windows Versions,2,1.0,,1041.0,3499.0,https://m.media-amazon.com/images/I/7171B--1bbL._AC_UY218_.jpg,124,0%,0%,0%,0%,100%,0
"Razer Wolverine V2 Chroma Wired Gaming Controller for Xbox Series X|S, Xbox One, PC: RGB Lighting - RZ06-04010100-R3M1",851,4.2,,11439.0,1143900.0,https://m.media-amazon.com/images/I/61pQOM9eAdL._AC_UY218_.jpg,125,66%,13%,8%,5%,8%,0
"Razer Wolverine V2 - Wired Gaming Controller for Xbox Series X/S/One & PC (2 Freely Assignable Multifunction Buttons, Action Buttons and D-Pad, Hair Trigger Mode, 3.5 mm Analogue Audio Port) Mercury",289,4.3,,10974.0,17999.0,https://m.media-amazon.com/images/I/6155vJr7boL._AC_UY218_.jpg,126,67%,16%,6%,6%,5%,0
"GameSir X2 Type-C Mobile Gaming Controller, Game Controller for Android, Plug and Play Gaming Controller Grip for Samsung Support Xbox Game Pass, xCloud, Stadia, and Vortex and More",2498,3.9,,6399.0,639900.0,https://m.media-amazon.com/images/I/6187lTPH30L._AC_UY218_.jpg,127,52%,21%,11%,5%,11%,0
"Tobo Mobile Game Controller Gamepad for Phone OS Android PC: Works with Phone 15/14/13/12/11/X, iPad, Galaxy, TCL, Tablet, Call of Duty, Diablo Immortal - Directly Play (Black) (TD-1280GA)",7,4.0,,1899.0,8999.0,https://m.media-amazon.com/images/I/51+-6DnCiIL._AC_UY218_.jpg,128,58%,21%,0%,0%,21%,0
"GameSir Nova Lite Controller for PC, Steam, Switch, iOS and Android devices, Wireless Gaming Gamepad with Hall Effect Joysticks, Turbo Function (black)",8,4.3,,2804.0,280400.0,https://m.media-amazon.com/images/I/517OLbJnZvL._AC_UY218_.jpg,129,63%,21%,0%,16%,0%,0
Xbox wireless controller Sky Cipher Special Edition,474,4.8,,7999.0,9999.0,https://m.media-amazon.com/images/I/71i2tEKlZ2L._AC_UY218_.jpg,130,88%,8%,1%,1%,2%,0
"Ant Plus Leo 200 Wired Gamepad with Integrated Force Feedback, ABXY Keys, Ergonomically Design, 1.8m USB Cable for PC",9,3.7,,999.0,2199.0,https://m.media-amazon.com/images/I/716rmisQPvL._AC_UY218_.jpg,131,44%,33%,0%,0%,23%,0
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc",2607,4.0,1K+ bought in past month,1099.0,1899.0,https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,132,56%,20%,8%,4%,12%,1000
"EvoFox One S Universal 3-Mode Wireless Gaming Controller – HallSense™ Precision Joysticks, Bluetooth 5.0, 2.4GHz & Wired Connectivity, Macro & Precision Buttons, Fast Type-C Charging & Dual Vibration, for PC, Mobile, Android TV, PS4 & Console Gaming.",1075,4.1,400+ bought in past month,1599.0,2299.0,https://m.media-amazon.com/images/I/61ZMQy4ln1L._AC_UY218_.jpg,133,61%,18%,6%,4%,11%,400
"Ninjadog Astra One Hall-E: Hall Effect Gaming Controller for PC and Nintendo Switch, Linear Motors for HD rumble, analog triggers, NFC support, Soft Touch materials & more",16,3.9,,3999.0,8999.0,https://m.media-amazon.com/images/I/61HlgwRzLSL._AC_UY218_.jpg,134,72%,0%,0%,7%,21%,0
"GameSir Nova Lite 2.4g Controller for PC, Steam, Switch, iOS and Android devices, Wireless Gaming Gamepad with Hall Effect Joysticks, Turbo Function - Yellow",4,4.7,,2804.0,280400.0,https://m.media-amazon.com/images/I/41MvgI88f3L._AC_UY218_.jpg,135,71%,29%,0%,0%,0%,0
BAERFIT 10 Pcs Controller Thumb Grips Joy Stick Replacement Ps 5c Console Thumb Grip Caps Compatible with ps5 Remote Controller Thumb Grips Ps4 Accessories Xbox One/360 Game Controller Joystick caps,116,4.7,500+ bought in past month,218.0,290.0,https://m.media-amazon.com/images/I/715kCXkYZdL._AC_UY218_.jpg,136,84%,8%,5%,1%,2%,500
"TAG Gamerz GWL1000 Wireless Gamepad For PC/Android/PS3, Haptic Feedback, 8 Hour Non-Stop Gaming, Accurate Joystick, Controller With Ergonomic Design, Plug & Play Joypad, Windows 10/11",4,3.6,,1499.0,4000.0,https://m.media-amazon.com/images/I/61iPJE-ssPL._AC_UY218_.jpg,137,47%,25%,0%,0%,28%,0
"Wireless Gaming Controller Set, 2.4G, Dual Gamepad with USB Receiver, Black",1,5.0,,1498.0,749.0,https://m.media-amazon.com/images/I/51yIBc1kt9L._AC_UY218_.jpg,138,100%,0%,0%,0%,0%,0
Me2u Compatible with PS-3 | PS-3 SLIM | PS-3 SUPER SLIM (CHARGING CABLE NOT INCLUDED) - WITH 1 MONTH REPLACEMENT WARRANTY,18,3.8,50+ bought in past month,860.0,1999.0,https://m.media-amazon.com/images/I/51-LeQHCn+L._AC_UY218_.jpg,139,45%,29%,8%,0%,18%,50
"GAMEZZ24 DualShock Wireless Controller, PS3 Compatible",2,4.5,,999.0,3000.0,https://m.media-amazon.com/images/I/51-LeQHCn+L._AC_UY218_.jpg,140,54%,46%,0%,0%,0%,0
"Wireless Controller compatible with Play station 4 Professional usb Wireless Gamepad compatible with Play Station 4/PS 4 Slim/PS 4 Pro Joystick (Black, For PS 4) Joystick",0,,,1420.0,2990.0,https://m.media-amazon.com/images/I/41TyxwECdAL._AC_UY218_.jpg,141,null,null,null,null,null,0
GET IN THE GAME PS4 and PS5 Controller THUMBGRIPS Antic Pattern (COD Cold WAR),0,,,899.0,1299.0,https://m.media-amazon.com/images/I/51fIKmHQFkL._AC_UY218_.jpg,142,null,null,null,null,null,0
"GameSir Tarantula Pro Wireless Controller for Switch/PC/iOS/Android with Charging Dock, Bluetooth 2.4G Wired Controller",463,4.1,,6799.0,7999.0,https://m.media-amazon.com/images/I/612oMJ9k6UL._AC_UY218_.jpg,143,58%,19%,10%,4%,9%,0
Kidology Light Table Tennis Self Training Indoor Gaming 2 Rackets & 4 Practice Ping Pong Ball Parent Child Interaction Indoor Toys for Kids Fun Party Game Sports Toy,0,3.3,,399.0,999.0,,144,34%,19%,14%,8%,25%,0
"zitronix® Gaming Controller Wireless with RGB, Controller for PC Wireless Support Android, iOS, Switch, Gamepad with 2 Programable Buttons, Dual motor force, Hall Effect Magnetic Trigger and Joystick",3,5.0,,2499.0,3749.0,https://m.media-amazon.com/images/I/61Vkl7rlcXL._AC_UY218_.jpg,145,100%,0%,0%,0%,0%,0
"OIVO INDIA 8Pcs White Silicone FPS Thumb Grip Set (Compatible with PS5,PS4,Xbox Series)",11,4.4,,199.0,499.0,https://m.media-amazon.com/images/I/41Y3gjcCMTL._AC_UY218_.jpg,146,69%,9%,12%,10%,0%,0
"New World Wireless Controller for PS4,Wireless Controller Dual Vibration Gamepad Joystick Controller for PS4/ Slim/Pro, Compatible with PS4 Controller",19,3.0,,2024.0,2499.0,https://m.media-amazon.com/images/I/411673hgkkL._AC_UY218_.jpg,147,24%,17%,11%,36%,12%,0
"REES52 USB Controller, 2 Pack USB Wired Retro Classic Game Controller Joypad Game Pad for Windows Laptop PC Mac and Raspberry Pi System",156,3.3,,899.0,1200.0,https://m.media-amazon.com/images/I/41QwyOajmbL._AC_UY218_.jpg,148,38%,18%,9%,13%,22%,0
KingBoo Pro Controller for Nintendo Switch Pro Black,0,,,3999.0,5999.0,https://m.media-amazon.com/images/I/61DO2Pie8fL._AC_UY218_.jpg,149,null,null,null,null,null,0
"Ant Esports Dock5 RGB with Cooling Fan and Dual Controller Charger Station, PS5 Console Disc & Digital Edition, PS5 Cooling Station Accessories with RGB Light/Headset Holder/6 Game Slots/Screw (White)",372,4.4,800+ bought in past month,2099.0,4999.0,https://m.media-amazon.com/images/I/71daUUzFPML._AC_UY218_.jpg,150,68%,19%,4%,3%,6%,800
Cosmic Byte ARES Dongle compatible with Ares Wireless 2023 edition Gamepad for PC,52,3.2,50+ bought in past month,399.0,799.0,https://m.media-amazon.com/images/I/81DGh+g9eaL._AC_UY218_.jpg,151,45%,10%,4%,7%,34%,50
Careflection PS4 Controller Charging Cable 6 Ft Sync Cord - Play & Charger USB 2.0 A To Micro Cable for PlayStation 4/DualShock 4/PS4 Slim/Pro and Xbox One/S/Elite/X Gamepad - Black,34,4.2,100+ bought in past month,249.0,599.0,https://m.media-amazon.com/images/I/511HImo4DoL._AC_UY218_.jpg,152,65%,15%,11%,0%,9%,100
"Brainwavz The UberAtlas - Dual Game Controller & Headphone Stand Wall Mount Holder for XBOX ONE, SERIES X, PS5, PS4, PS3, SWITCH, STEELSERIES Gamepad & More, Stay Organized No Screws, Black",2250,4.3,,999.0,2999.0,https://m.media-amazon.com/images/I/81M4V6eLNtL._AC_UY218_.jpg,153,66%,13%,12%,3%,6%,0
TAG Gamerz G10 USB Gamepad | Vibration Motor | Accurate Joysticks | Ergonomic Design | Plug And Play High Performance Gaming Controller/Remote | 12 Function Keys | Supports Windows/Linux/Mac (Black),77,3.2,,597.0,700.0,https://m.media-amazon.com/images/I/71wptR2d9LL._AC_UY218_.jpg,154,40%,9%,13%,7%,31%,0
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc",2607,4.0,1K+ bought in past month,1099.0,1899.0,https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,155,56%,20%,8%,4%,12%,1000
"EvoFox One S Universal 3-Mode Wireless Gaming Controller – HallSense™ Precision Joysticks, Bluetooth 5.0, 2.4GHz & Wired Connectivity, Macro & Precision Buttons, Fast Type-C Charging & Dual Vibration, for PC, Mobile, Android TV, PS4 & Console Gaming.",1075,4.1,400+ bought in past month,1599.0,2299.0,https://m.media-amazon.com/images/I/61ZMQy4ln1L._AC_UY218_.jpg,156,61%,18%,6%,4%,11%,400
"GadgetBite Game Controller Case Compatible with Xbox One, Xbox, Xbox 360, PS3, PS4, PS5 PS2 or One S Wireless Controller, Game Controller Holder Hard Shell Protective Cover Storage Case(Black)",209,4.4,100+ bought in past month,419.0,999.0,https://m.media-amazon.com/images/I/61wPP7KW3cL._AC_UY218_.jpg,157,66%,19%,8%,3%,4%,100
Cooler Master Storm Controller - Wireless | 40 Hours Battery Life | Multi Device Connectivity | USB Type C Charging | Hybrid D-Pad | Bluetooth | Ergonomic Design,37,4.0,,3784.0,5599.0,https://m.media-amazon.com/images/I/71kwkr8FbbL._AC_UY218_.jpg,158,61%,6%,16%,7%,10%,0
GAMENOPHOBIAA V8 Wireless Gamepad with Dual Game Controller for Android/Smart tv/TV Box/Laptop/Smart Phones (Black) [video game],20,3.2,,899.0,1999.0,https://m.media-amazon.com/images/I/41VkBk0C3hS._AC_UY218_.jpg,159,42%,12%,11%,0%,35%,0
"GAMENOPHOBIA Wired Controller for Xbox 360, Game Controller for Xbox 360 with Dual-Vibration Turbo for Microsoft Xbox 360/360 Slim",20,3.9,,1299.0,1999.0,https://m.media-amazon.com/images/I/61v3-gQs68L._AC_UY218_.jpg,160,null,null,null,null,null,0
"Ninjadog Astra One Ultra - Hall effect Mobile Game Controller for PC/Mac/Linux/Unix, Android, iOS, Nintendo Switch",43,4.2,,3099.0,6499.0,https://m.media-amazon.com/images/I/61BjCQ5k3pL._AC_UY218_.jpg,161,null,null,null,null,null,0
"Ninjadog Astra One - Universal Mobile Gaming Controller, Game Controller for Mobile Phones with Auto Grip, Also Supports Windows, Mac, Linux, PS3, PS4",47,3.9,,1999.0,4999.0,https://m.media-amazon.com/images/I/516G3BqCuOL._AC_UY218_.jpg,162,null,null,null,null,null,0
Logitech G F310 Gamepad - Blue,166,4.1,,2395.0,2495.0,https://m.media-amazon.com/images/I/51HYk7igd8L._AC_UY218_.jpg,163,51%,28%,12%,3%,6%,0
"GameSir X3 Pro Moblie Game Controller Android, iPhone 15 Series, Ergonomic Design - Phone Controller, Support Zenless Zone Zero, Cloudy Gaming,Xbox Game Pass",121,3.8,,9999.0,14999.0,https://m.media-amazon.com/images/I/71LVpM24TaL._AC_UY218_.jpg,164,46%,25%,7%,7%,15%,0
TMG Silicone PS4 Cover Controller Cover Skin Protector Case for PS4/PS4 Slim/PS4 Pro Controller-White,6,3.0,,449.0,999.0,https://m.media-amazon.com/images/I/81jnDKzROQL._AC_UY218_.jpg,165,null,null,null,null,null,0
"Elevea Game Controller Gamepad JL-01 3 in 1 Mobile Joystick Gamepad Phone Game Handle Grip Holder, for Smartphones",0,,,599.0,1999.0,https://m.media-amazon.com/images/I/61zE78m8zfL._AC_UY218_.jpg,166,null,null,null,null,null,0
"One94Store Rechargeable Silicone Panda Night Light for Kids | 7-Color LED Changing Lamp |Adorable Room Decor & Gift for Toddlers, Teens, & Valentine's Day Present|Soft BPA-Free Nightlight| Multicolour",0,4.1,,399.0,1999.0,,167,null,null,null,null,null,0
"PowerA MOGA Mobile Gaming Game Streaming Phone Clip 2.0 for Xbox Series X/S and Xbox One Wireless Controllers, Black (Officially Licensed)",22975,3.8,,949.0,1799.0,https://m.media-amazon.com/images/I/61+HWFT5pPL._AC_UY218_.jpg,168,55%,16%,8%,4%,17%,0
"Porro Fino Wireless Controller USB Charging Cable Charger Compatible with Microsoft Xbox360 / xBox 360 Slim Wireless Game Controllers Charge and Play Kit, Black",25,3.8,,499.0,999.0,https://m.media-amazon.com/images/I/51DQEaQD-2L._AC_UY218_.jpg,169,47%,25%,8%,5%,15%,0
"GameSir X3 Pro Moblie Game Controller Android, iPhone 15 Series, Ergonomic Design - Phone Controller, Support Zenless Zone Zero, Cloudy Gaming,Xbox Game Pass",121,3.8,,9999.0,14999.0,https://m.media-amazon.com/images/I/71LVpM24TaL._AC_UY218_.jpg,170,46%,25%,7%,7%,15%,0
"TAG Gamerz G1000 USB Wired Gamepad For PC/PS3, Pressure Sensitive Analog Triggers, Haptic feedback, Accurate Joystick, Game Controller With Ergonomic Design, Plug & Play Joypad, Supports Windows 10/11",16,4.6,,1099.0,2300.0,https://m.media-amazon.com/images/I/71tmA0BRZZL._AC_UY218_.jpg,171,75%,12%,13%,0%,0%,0
"NiTHO Gaming Kit for PS5 Dualsense Controller, Customizing Anti-Slip Protective Cover Grip Handle with Thumb Grip Caps and Analog Mini-Stick Precision Rings, Enhancers Accessories for PS5 - White",96,4.1,100+ bought in past month,799.0,1499.0,https://m.media-amazon.com/images/I/51Dr4dA4G0L._AC_UY218_.jpg,172,53%,21%,13%,12%,1%,100
LAVANYA SHREE ENTERPRISES Ps-2 Wired Dualshock Remote Controller For Playstation-2 Generic - Random Color,5,3.2,,499.0,1999.0,https://m.media-amazon.com/images/I/71BZu7vt4xL._AC_UY218_.jpg,173,41%,0%,22%,19%,18%,0
"Meyaar Anti-Slip PS5 Controller Skin, PS 5 Controller Accessories, Non-Slip Silicone PS 5 Cover Thumb Grip Gaps, Touch Pad Sticker and Cover Wrap Stickers (Pack of 1)",0,,,699.0,1999.0,https://m.media-amazon.com/images/I/61gmtBD+F7L._AC_UY218_.jpg,174,null,null,null,null,null,0
"SYGA Game Controller Storage Remote Case for PS4.5, Carrying Travel Protective Case for Play Station 4.5 Protective case (PS4.5-BlackPU)",299,4.5,,399.0,999.0,https://m.media-amazon.com/images/I/51mS7dWtN7L._AC_UY218_.jpg,175,68%,23%,6%,0%,3%,0
"ZEBRONICS PS5C, PS5 Controller Charging Dock, 3H Rapid Charging, Supports Dualsense & Edge Controllers, Dual Pogo Pin, Charging Indicators, Anti-Slip Silicone Base",0,,,999.0,99900.0,https://m.media-amazon.com/images/I/71qeq2aFXML._AC_UY218_.jpg,176,null,null,null,null,null,0
