Title,Number_of_Reviews,Rating,Bought_Last_Month,Price_After_Discount,MRP,Image_URL,Product_ID,Star_Rating_Percentage
"Ant Esports GP365 Pro Wireless Controller with Hall Effect Magnetic Triggers for PC/PS3/Android, 2.4G Connectivity (Black/Grey)",43,"3.0 out of 5 stars, rating details",50+ bought in past month,"1,349","₹2,999",https://m.media-amazon.com/images/I/71JXya0allL._AC_UY218_.jpg,61,"{5: '35%', 4: '12%', 3: '11%', 2: '5%', 1: '37%'}"
"GAMENOPHOBIA Wireless Controller for PS3, professional usb Wireless Gamepad compatible with PlayStation3 PS3 [video game]",53,"3.8 out of 5 stars, rating details",100+ bought in past month,860,"₹1,499",https://m.media-amazon.com/images/I/41rFFp+L5yL._AC_UY218_.jpg,62,"{5: '56%', 4: '16%', 3: '3%', 2: '4%', 1: '21%'}"
"Ninjadog Astra One Ultra - Hall effect Mobile Game Controller for PC/Mac/Linux/Unix, Android, iOS, Nintendo Switch",43,"4.2 out of 5 stars, rating details",null,"3,099","₹6,499",https://m.media-amazon.com/images/I/61BjCQ5k3pL._AC_UY218_.jpg,63,"{5: '59%', 4: '22%', 3: '7%', 2: '0%', 1: '12%'}"
"PowerA Advantage Wired Gaming Controller for Xbox Series X/S, Xbox One, PC, Windows 10/11, Sonic Style, Blue (Officially Licensed)","3,609","4.2 out of 5 stars, rating details",null,"2,999","₹2,99,900",https://m.media-amazon.com/images/I/71tjAmw9NCL._AC_UY218_.jpg,64,"{5: '61%', 4: '20%', 3: '6%', 2: '3%', 1: '10%'}"
"Ant Esports Gp400 Rgb Wireless Controller For Pc / Ps4 / Ps3 / Switch/Android/Ios With Double Shock, Six- Axis Sensor, Turbo Function, Upto 12 Hrs. Play Time, 1000Mah Battery Black",186,"3.8 out of 5 stars, rating details",50+ bought in past month,"2,199","₹4,999",https://m.media-amazon.com/images/I/71bGKcbVHML._AC_UY218_.jpg,65,"{5: '50%', 4: '22%', 3: '6%', 2: '4%', 1: '18%'}"
GameSir Nova Lite Gaming Controller Wireless Bluetooth Wireless Connection Controller PC/Steam/Switch/iOS/Android Gamepad Anti-Drift Hall Effect Joystick Turbo Controller(White),201,"4.3 out of 5 stars, rating details",50+ bought in past month,"2,804","₹3,299",https://m.media-amazon.com/images/I/51w6iWgkgTL._AC_UY218_.jpg,66,"{5: '66%', 4: '17%', 3: '6%', 2: '4%', 1: '7%'}"
"Me2u Compatible With Ps-4 Controller Compatible With Ps4/Pro/Slim/Android/Pc/Iso, Wireless Controller With Built-In Speaker And Stereo Headset Jack 2.5Mm Auto Fire Turbo Button (White)",5,"2.7 out of 5 stars, rating details",50+ bought in past month,"1,299","₹2,999",https://m.media-amazon.com/images/I/41nzpX0pksL._AC_UY218_.jpg,67,"{5: '43%', 4: '0%', 3: '0%', 2: '0%', 1: '57%'}"
Sony PlayStation®5 - DualSense™ Wireless Controller Cosmic Red,188,"4.5 out of 5 stars, rating details",null,"6,940","₹7,990",https://m.media-amazon.com/images/I/51INZYWwvdL._AC_UY218_.jpg,68,"{5: '80%', 4: '9%', 3: '2%', 2: '2%', 1: '7%'}"
"Logitech G F310 Wired Gamepad, Controller Console Like Layout, 4 Switch D-Pad, 1.8-Meter Cord, PC/Steam/Windows/AndroidTV - Grey/Blue","21,780","4.3 out of 5 stars, rating details",50+ bought in past month,"2,099","₹2,695",https://m.media-amazon.com/images/I/71uoG-y-bEL._AC_UY218_.jpg,69,"{5: '61%', 4: '22%', 3: '8%', 2: '2%', 1: '7%'}"
"ZEBRONICS MAX LINK + Wireless Gamepad, Dual motors Haptic feedback, Built-in rechargeable battery, RGB light, Plug & play, Supports (Windows | Android | PS3 | PS4 | XBOX 360)","1,198","4.1 out of 5 stars, rating details",100+ bought in past month,"1,999","₹3,999",https://m.media-amazon.com/images/I/71wGFura4kL._AC_UY218_.jpg,70,"{5: '59%', 4: '20%', 3: '5%', 2: '3%', 1: '13%'}"
"PowerA Wireless Gaming Controller for Xbox Series X/S, Xbox One, PC, Windows 10/11, Fortnite SE, Hall Effect Thumbsticks & Triggers, Low Latency Wireless, with Bonus Virtual Item (Officially Licensed)",167,"4.3 out of 5 stars, rating details",null,"6,799","₹13,999",https://m.media-amazon.com/images/I/818xvlbMu4L._AC_UY218_.jpg,71,"{5: '69%', 4: '14%', 3: '5%', 2: '1%', 1: '11%'}"
CLAW Shoot Wired USB Gamepad Controller for PC supports Windows XP/7/8/10 with Rubberized Textured Grip and Dual Vibration Motors,"4,231","3.9 out of 5 stars, rating details",100+ bought in past month,990,"₹1,490",https://m.media-amazon.com/images/I/71yMQTptEnL._AC_UY218_.jpg,72,"{5: '50%', 4: '22%', 3: '11%', 2: '4%', 1: '13%'}"
"PowerA FUSION Pro 3 Wired Gaming Controller for Xbox Series X/S, Xbox One, PC, Windows 10/11, Midnight Shadow, Black (Officially Licensed)","1,634","4.0 out of 5 stars, rating details",null,"4,999","₹4,99,900",https://m.media-amazon.com/images/I/71n0jKWMIsL._AC_UY218_.jpg,73,"{5: '60%', 4: '15%', 3: '8%', 2: '4%', 1: '13%'}"
"ZORBES PS5 Controller Cover Case, Silicone Cover for PS5 Game Controller, Protective Cover for Dual Sense Controller with 2 Thumb Grip Caps & Touchpad Sticker, White Blue",153,"4.4 out of 5 stars, rating details",50+ bought in past month,898,"₹1,349",https://m.media-amazon.com/images/I/61AwtevNCHL._AC_UY218_.jpg,74,"{5: '67%', 4: '24%', 3: '4%', 2: '1%', 1: '4%'}"
"One94Store Rechargeable Silicone Panda Night Light for Kids | 7-Color LED Changing Lamp |Adorable Room Decor & Gift for Toddlers, Teens, & Valentine's Day Present|Soft BPA-Free Nightlight| Multicolour",null,"4.1 out of 5 stars, rating details",null,399,"₹1,999",null,75,"{5: '60%', 4: '20%', 3: '5%', 2: '3%', 1: '12%'}"
"EvoFox Elite X2 Wireless Gaming Controller For PC, Dual-Mode (2.4G & Type C), Hallsense™ Magnetic Hall 3D Joysticks & Triggers Gamepad, EZ Click Macros, New Precision & Turbo Mode, Dual Vibration Motors(Blue)","1,075","4.1 out of 5 stars, rating details",300+ bought in past month,"1,799","₹2,499",https://m.media-amazon.com/images/I/61jBlflAQML._AC_UY218_.jpg,76,"{5: '61%', 4: '18%', 3: '6%', 2: '4%', 1: '11%'}"
Khushi Decor GreyTheme 3M Skin Sticker Cover for PS4 Console and 2 Controller Decal Cover+ 4 Led bar Decal Sticker (Pack of 1),2,"3.5 out of 5 stars, rating details",null,446,₹999,https://m.media-amazon.com/images/I/71YVLyLasIL._AC_UY218_.jpg,77,"{5: '51%', 4: '0%', 3: '0%', 2: '49%', 1: '0%'}"
"ZEBRONICS MAX LINK PRO, Wireless Controller, Hall Effect, 6 Axis Gyro, Analog Triggers, Touch Pad, Dual Motor Haptics, Macro Buttons, Rechargeable Battery, Supports PS4, PS3, Windows, Android, iOS","1,198","4.1 out of 5 stars, rating details",null,"2,499","₹4,199",https://m.media-amazon.com/images/I/71oLBLa2ebL._AC_UY218_.jpg,78,"{5: '59%', 4: '20%', 3: '5%', 2: '3%', 1: '13%'}"
"GameSir Cyclone 2 Wireless Controller for Switch, PC, Steam, Android, iOS, PC Controller with Mag-Res™ TMR Sticks, Hall Effect Triggers, RGB Lightning, 6-Axis Gyro, Turbo (Black)",6,"5.0 out of 5 stars, rating details",null,"5,099","₹5,999",https://m.media-amazon.com/images/I/51IafkPsBpL._AC_UY218_.jpg,79,"{5: '100%', 4: '0%', 3: '0%', 2: '0%', 1: '0%'}"
"XBOX Wireless Controller – Carbon Black Series X|S, One, and Windows Devices",18,"4.5 out of 5 stars, rating details",null,"4,900","₹4,90,000",https://m.media-amazon.com/images/I/61yAgp4VoTL._AC_UY218_.jpg,80,"{5: '75%', 4: '18%', 3: '0%', 2: '0%', 1: '7%'}"
Xbox Core Wireless Controller – Carbon Black,"27,651","4.5 out of 5 stars, rating details",50+ bought in past month,"5,290","₹5,990",https://m.media-amazon.com/images/I/61YNiiJizXL._AC_UY218_.jpg,81,"{5: '78%', 4: '12%', 3: '3%', 2: '2%', 1: '5%'}"
"Ant Esports GP320 Wireless Gamepad/Android/Windows PC/IOS/Switch / PS4 / PS3, Bluetooth Game Pad/Vibration Motors/Turbo Function – Black White",752,"3.7 out of 5 stars, rating details",100+ bought in past month,"1,349","₹3,399",https://m.media-amazon.com/images/I/81G1x9hj8pL._AC_UY218_.jpg,82,"{5: '45%', 4: '22%', 3: '12%', 2: '6%', 1: '15%'}"
Sony Dualsense Edge Wireless Controller (Playstation 5),171,"4.2 out of 5 stars, rating details",null,"15,990","₹18,990",https://m.media-amazon.com/images/I/51qcJKGmDXL._AC_UY218_.jpg,83,"{5: '66%', 4: '13%', 3: '8%', 2: '2%', 1: '11%'}"
"EvoFox Deck Smartphone Gamepad with iPhone/Android, XBOX, HID & Keymap modes | Bluetooth v5.0 | Dual Vibration motors | Magnetic Hall 3D Joysticks | RGB Lighting and Backlit Controls",415,"4.0 out of 5 stars, rating details",200+ bought in past month,"2,799","₹3,999",https://m.media-amazon.com/images/I/61yBsKsU-8L._AC_UY218_.jpg,84,"{5: '60%', 4: '16%', 3: '6%', 2: '4%', 1: '14%'}"
OIVO INDIA Black Dragon Design Controller Silicone Cover Case Xbox Controller Skin Anti Slip Protective Case Sleeve Compatible for Xbox X/S Controller Remote,null,null,null,349,₹499,https://m.media-amazon.com/images/I/716CPd0oMDL._AC_UY218_.jpg,85,"{5: 'null', 4: 'null', 3: 'null', 2: 'null', 1: 'null'}"
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc","2,607","4.0 out of 5 stars, rating details",1K+ bought in past month,"1,099","₹1,899",https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,86,"{5: '56%', 4: '20%', 3: '8%', 2: '4%', 1: '12%'}"
"Ninjadog Astra One Ultra - Hall effect Mobile Game Controller| Wireless gamepad for PC, iOS, Android",15,"3.9 out of 5 stars, rating details",null,"3,618","₹6,499",https://m.media-amazon.com/images/I/611ciTQB8jL._AC_UY218_.jpg,87,"{5: '55%', 4: '14%', 3: '11%', 2: '8%', 1: '12%'}"
A.K.TRADERS Wired USB Game Gaming USB Gamepad for Pc Gamepad Controller Joypad Joystick Control for Pc Computer Laptop for Windows,3,"2.6 out of 5 stars, rating details",50+ bought in past month,449,"₹1,999",https://m.media-amazon.com/images/I/51ZWsN+XXOL._AC_UY218_.jpg,88,"{5: '32%', 4: '0%', 3: '0%', 2: '35%', 1: '33%'}"
"NiTHO HEXAGON Wireless RGB Controller for PS4, PS5 (with PS4 Games Only), PC, Android & iOS, Gamepad Joystick with RGB LED Lights | Vibration | 6-Axis Motion Sensor | Touchpad | Trigger Sets | Speaker",319,"3.6 out of 5 stars, rating details",null,"1,929","₹1,92,900",https://m.media-amazon.com/images/I/71U97gKvuSL._AC_UY218_.jpg,89,"{5: '44%', 4: '22%', 3: '11%', 2: '4%', 1: '19%'}"
CLAW Shoot Wireless 2.4Ghz USB Gamepad Controller for PC Supports Windows XP/7/8/10 with Rubberized Textured Grip and Dual Vibration Motors (Does not have Bluetooth || Not for Mobile),"4,231","3.9 out of 5 stars, rating details",null,"1,390","₹1,790",https://m.media-amazon.com/images/I/71ECIrQFjXL._AC_UY218_.jpg,90,"{5: '50%', 4: '22%', 3: '11%', 2: '4%', 1: '13%'}"
KingBoo Pro Controller for Nintendo Switch Monster Rise,null,null,null,"3,799","₹5,999",https://m.media-amazon.com/images/I/51rJxT9febL._AC_UY218_.jpg,91,"{5: 'null', 4: 'null', 3: 'null', 2: 'null', 1: 'null'}"
Elite Wireless Controller Series 2,"26,575","4.2 out of 5 stars, rating details",null,"18,590","₹19,999",https://m.media-amazon.com/images/I/71k-1plH95L._AC_UY218_.jpg,92,"{5: '69%', 4: '10%', 3: '6%', 2: '4%', 1: '11%'}"
"Ant Esports GP325 Wireless Gamepad, Android/Windows/macOS/Switch, Bluetooth Mobile Gaming Controller Gamepad for XBox Cloud Gaming and PS",752,"3.7 out of 5 stars, rating details",50+ bought in past month,"1,399","₹3,499",https://m.media-amazon.com/images/I/81V2IVlgzoL._AC_UY218_.jpg,93,"{5: '45%', 4: '22%', 3: '12%', 2: '6%', 1: '15%'}"
"GameSir Cyclone 2 Wireless Controller for PC/Switch/Android/iOS, 1000Hz Polling Rate, TMR Joysticks, Hall/Micro 2-in-1 Triggers，PC Gaming Controller with Charging Dock(White)",1,"5.0 out of 5 stars, rating details",null,"5,949","₹5,94,900",https://m.media-amazon.com/images/I/51eF3j0PwjL._AC_UY218_.jpg,94,"{5: '100%', 4: '0%', 3: '0%', 2: '0%', 1: '0%'}"
Sony Playstation Dualsense Cosmic Red Wireless Controller For Playstation 5,"11,064","4.6 out of 5 stars, rating details",50+ bought in past month,null,null,https://m.media-amazon.com/images/I/61n1J5O9tpL._AC_UY218_.jpg,95,"{5: '82%', 4: '9%', 3: '2%', 2: '2%', 1: '5%'}"
"FRONTECH Fire Wired Gaming Pad with USB Type-C | Dual Vibration Motors | RGB Lighting |Trigger Button|Compatible with PS3, PC & Android TV (GP-0001, Black)",17,"3.8 out of 5 stars, rating details",null,"1,249","₹2,500",https://m.media-amazon.com/images/I/816ATBbfbgL._AC_UY218_.jpg,96,"{5: '56%', 4: '13%', 3: '8%', 2: '0%', 1: '23%'}"
"Brainwavz The UberAtlas - Dual Game Controller & Headphone Stand Wall Mount Holder for XBOX ONE, SERIES X, PS5, PS4, PS3, SWITCH, STEELSERIES Gamepad & More, Stay Organized No Screws, Black","2,250","4.3 out of 5 stars, rating details",null,999,"₹2,999",https://m.media-amazon.com/images/I/81M4V6eLNtL._AC_UY218_.jpg,97,"{5: '66%', 4: '13%', 3: '12%', 2: '3%', 1: '6%'}"
"Kidology Light Table Tennis Self Training Indoor Gaming 2 Racket & 4 Practice Ping Pong Ball Parent Child Interaction Toys for Kids Fun Party Game Sports Toy, Multicolor",null,"3.8 out of 5 stars, rating details",null,398,₹999,null,98,"{5: '55%', 4: '13%', 3: '10%', 2: '6%', 1: '16%'}"
"EvoFox One Universal Bluetooth Gaming Controller For PC, iOS, iPadOS, Android and PS4, Dynamic Rgb Lights, Transparent Design Gamepad, Programable Buttons, Turbo Mode with The Dojo App, Detachable Mobile Clamp, and More","1,075","4.1 out of 5 stars, rating details",300+ bought in past month,"2,399","₹3,499",https://m.media-amazon.com/images/I/619Fbqq3yxL._AC_UY218_.jpg,99,"{5: '61%', 4: '18%', 3: '6%', 2: '4%', 1: '11%'}"
"Drumstone 𝐂𝐨𝐦𝐛𝐨 C1343 Game Controller Gamepad 3 in 1 Mobile Joystick Gamepad Phone & X6 Handheld 4.3-inch Game Console, Built-in More Than 10,000 Free Games",1,"5.0 out of 5 stars, rating details",null,"4,699","₹9,999",https://m.media-amazon.com/images/I/51gw-2nQp3L._AC_UY218_.jpg,100,"{5: '100%', 4: '0%', 3: '0%', 2: '0%', 1: '0%'}"
GAMENOPHOBIA Wireless Gaming Controller Joystick Support for Android Phone Smart Box Smart TV & Smart Phone X3 Bluetooth Wireless Gamepad Controller Handle for Android Smartphone Black*,25,"3.6 out of 5 stars, rating details",null,898,"₹1,999",https://m.media-amazon.com/images/I/41q1KQBBIuL._AC_UY218_.jpg,101,"{5: '51%', 4: '10%', 3: '14%', 2: '0%', 1: '25%'}"
"FRONTECH Fire Pro Wireless Gaming Pad with 2.4GHz | Dual Vibration Motors | RGB Lighting|Trigger Button|Compatible with PS3, PC & Android TV (GP-0002, Black)",6,"4.0 out of 5 stars, rating details",null,"1,869","₹3,500",https://m.media-amazon.com/images/I/81DHAKbF5lL._AC_UY218_.jpg,102,"{5: '61%', 4: '0%', 3: '20%', 2: '19%', 1: '0%'}"
"Ant Plus Leo 300 Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Keys for PC/Android - Black",9,"3.7 out of 5 stars, rating details",50+ bought in past month,"1,199","₹2,199",https://m.media-amazon.com/images/I/71zCHmv-2ZL._AC_UY218_.jpg,103,"{5: '44%', 4: '33%', 3: '0%', 2: '0%', 1: '23%'}"
GAMEZZ24 Compatible ps-4 Dual/shock 4 Wireless Controller for ps-4 Remote for Pro/Slim/FAT/PC/Android/ISO,2,"3.0 out of 5 stars, rating details",50+ bought in past month,"1,349","₹2,999",https://m.media-amazon.com/images/I/31W6umpmDXL._AC_UY218_.jpg,104,"{5: '50%', 4: '0%', 3: '0%', 2: '0%', 1: '50%'}"
"Nitho Hexagon Wireless RGB Controller for PC, Switch, Android, iOS and Windows, with 6-Axis Motion Sensor, Customizable Triggers, Detachable Phone Clamp, Lightweight Honeycomb Design",59,"3.8 out of 5 stars, rating details",null,"1,999","₹3,999",https://m.media-amazon.com/images/I/61ynC2uZJYL._AC_UY218_.jpg,105,"{5: '47%', 4: '20%', 3: '14%', 2: '5%', 1: '14%'}"
Ant Esports GP300 Pro Tri Colour Wireless Gaming Controller Gamepad for PC 2.4Ghz Connectivity with Dual Vibration Motor Free OTG and USB Connector Full charge 12Hrs Playtime For all Windows Versions,11,"3.5 out of 5 stars, rating details",null,"1,769","₹3,499",https://m.media-amazon.com/images/I/71xGlpkf9IL._AC_UY218_.jpg,106,"{5: '45%', 4: '25%', 3: '0%', 2: '0%', 1: '30%'}"
A.K.TRADERS Ps-2 Wired Dualshock Remote Controller For Playstation-2 Generic - Random Color,null,null,null,449,"₹44,900",https://m.media-amazon.com/images/I/51hDKoSazJL._AC_UY218_.jpg,107,"{5: 'null', 4: 'null', 3: 'null', 2: 'null', 1: 'null'}"
"GameSir T4 Wireless Controller for Cyclone Switch/Lite/OLED Hall Effect Joystick & Trigger 6-Axis Gyro for Android, IOS, Steam Deck, Windows PC, Steam Gamepad Back Button, Fire Macro Function (White)",746,"4.1 out of 5 stars, rating details",null,"4,731","₹19,999",https://m.media-amazon.com/images/I/61CauOPPnnL._AC_UY218_.jpg,108,"{5: '59%', 4: '20%', 3: '8%', 2: '5%', 1: '8%'}"
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc","2,607","4.0 out of 5 stars, rating details",1K+ bought in past month,"1,099","₹1,899",https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,109,"{5: '56%', 4: '20%', 3: '8%', 2: '4%', 1: '12%'}"
"OIVO INDIA 8Pcs Black Silicone FPS Thumb Grip Set (Compatible with PS5,PS4,Nintendo Switch Pro)",46,"3.8 out of 5 stars, rating details",100+ bought in past month,189,₹499,https://m.media-amazon.com/images/I/512kbmqEb7L._AC_UY218_.jpg,110,"{5: '47%', 4: '26%', 3: '8%', 2: '4%', 1: '15%'}"
"Sony Dualsense Usb Type A Charging Station For Playstation (Playstation5),Multicolor",720,"4.5 out of 5 stars, rating details",500+ bought in past month,"1,999","₹2,590",https://m.media-amazon.com/images/I/418WzN0pPfL._AC_UY218_.jpg,111,"{5: '78%', 4: '10%', 3: '3%', 2: '2%', 1: '7%'}"
"PowerA OPS v3 Pro Wireless Controller with Lumectra for PC, Cloud Gaming, Hall Effect Thumbsticks & Triggers, Big 1200mAh Battery, 6 Mappable Buttons, Mechanical Buttons, Customizable RGB Lights","3,609","4.2 out of 5 stars, rating details",null,"7,299","₹9,999",https://m.media-amazon.com/images/I/71-+WqDNlrL._AC_UY218_.jpg,112,"{5: '61%', 4: '20%', 3: '6%', 2: '3%', 1: '10%'}"
"GameSir Nova Lite Controller for PC, Steam, Switch, iOS and Android devices, Wireless Gaming Gamepad with Hall Effect Joysticks, Turbo Function (Gray)",6,"4.1 out of 5 stars, rating details",null,"2,804","₹2,80,400",https://m.media-amazon.com/images/I/41AqYogcPHL._AC_UY218_.jpg,113,"{5: '77%', 4: '0%', 3: '0%', 2: '0%', 1: '23%'}"
"SSR X3 Game Controller Wireless/Bluetooth Gamepad Gaming Console, PC, Android TV Set, Android Media Box, D-Input & X-Input Mode for Windows System",null,null,null,799,"₹1,499",https://m.media-amazon.com/images/I/51faL4AdLrL._AC_UY218_.jpg,114,"{5: 'null', 4: 'null', 3: 'null', 2: 'null', 1: 'null'}"
"GameSir Cyclone 2 Wireless Controller for Switch, PC, Steam, Android, iOS, PC Controller with Mag-Res™ TMR Sticks, Hall Effect Triggers, RGB Lightning, 6-Axis Gyro, Turbo(Phantom White Bundle)",5,"4.0 out of 5 stars, rating details",null,"5,099","₹5,09,900",https://m.media-amazon.com/images/I/51Le4m+Kt8L._AC_UY218_.jpg,115,"{5: '52%', 4: '25%', 3: '0%', 2: '23%', 1: '0%'}"
"XBOX Wireless Controller – Robot White Series X|S, One, and Windows Devices",null,null,null,"5,290","₹5,29,000",https://m.media-amazon.com/images/I/51aUZqA7SEL._AC_UY218_.jpg,116,"{5: 'null', 4: 'null', 3: 'null', 2: 'null', 1: 'null'}"
"Machenike G5 Pro Wireless Game Controller for PC - Hall Effect Joystick & Triggers, Mechanical Buttons, Motion control/Gyroscope, Turbo & Macro Back buttons, Bluetooth 5.0/USB Dongle/Wired connectivity, Air Mouse/Remote Mode, RGB Lights, Windows/macOS/iOS/Android/Nintendo Switch(NS)/Steam/Linux/TV box - Multiplatform",270,"4.1 out of 5 stars, rating details",null,"3,799","₹6,200",https://m.media-amazon.com/images/I/61LNqdz4oEL._AC_UY218_.jpg,117,"{5: '63%', 4: '15%', 3: '7%', 2: '3%', 1: '12%'}"
"FRONTECH Fire Wired Gaming Pad with USB Type-C | Dual Vibration Motors | RGB Lighting |Trigger Button|Compatible with PS3, PC & Android TV (GP-0001, Black)",17,"3.8 out of 5 stars, rating details",null,"1,249","₹2,500",https://m.media-amazon.com/images/I/816ATBbfbgL._AC_UY218_.jpg,118,"{5: '56%', 4: '13%', 3: '8%', 2: '0%', 1: '23%'}"
"PowerA Wireless Gaming Controller for Xbox Series X/S, Xbox One, PC, Windows 10/11, Fortnite SE, Hall Effect Thumbsticks & Triggers, Low Latency Wireless, with Bonus Virtual Item (Officially Licensed)",167,"4.3 out of 5 stars, rating details",null,"6,799","₹13,999",https://m.media-amazon.com/images/I/818xvlbMu4L._AC_UY218_.jpg,119,"{5: '69%', 4: '14%', 3: '5%', 2: '1%', 1: '11%'}"
"PowerA FUSION Pro 4 Wired Gaming Controller with Magnetic Hall Effect for Xbox Series X/S, Xbox One, PC, Windows 10/11, Black (Officially Licensed)","1,634","4.0 out of 5 stars, rating details",null,"5,999","₹8,999",https://m.media-amazon.com/images/I/71BxfYhWTSL._AC_UY218_.jpg,120,"{5: '60%', 4: '15%', 3: '8%', 2: '4%', 1: '13%'}"
"Zulaxy Anti Vibration Pads for Washing Machine with Suction Cup for Washing Machines Fridge Dryer Levelling Feet Anti-Walk, Anti-Skid,Anti-Vibration and Noise Cancellation (4 Pack)",null,"3.9 out of 5 stars, rating details",null,229,₹57.25,null,121,"{5: '51%', 4: '20%', 3: '10%', 2: '5%', 1: '14%'}"
"PowerA FUSION Pro Wireless Gaming Controller with Lumectra for Xbox Series X/S, Xbox One, PC, Windows 10/11 with Ghost RGB LED Lighting, Black (Officially Licensed)","1,634","4.0 out of 5 stars, rating details",null,"9,999","₹13,999",https://m.media-amazon.com/images/I/81rcx2yWUOL._AC_UY218_.jpg,122,"{5: '60%', 4: '15%', 3: '8%', 2: '4%', 1: '13%'}"
GeekShare Controller Skin Grips Set for Xbox Silicone Protective Cover Skin Case Compatible with Xbox Series X Controller with 2 Thumb Grip Caps and 2 Stickers - Star Wings Series (Pink),27,"5.0 out of 5 stars, rating details",null,"1,560","₹2,340",https://m.media-amazon.com/images/I/61qVaJgbbiL._AC_UY218_.jpg,123,"{5: '96%', 4: '4%', 3: '0%', 2: '0%', 1: '0%'}"
Ant Esports GP300 Pro Fire Fly Wireless Gaming Controller Gamepad for PC 2.4Ghz Connectivity with Dual Vibration Motor Free OTG and USB Connector Full charge 12Hrs Playtime For all Windows Versions,2,"1.0 out of 5 stars, rating details",null,"1,041","₹3,499",https://m.media-amazon.com/images/I/7171B--1bbL._AC_UY218_.jpg,124,"{5: '0%', 4: '0%', 3: '0%', 2: '0%', 1: '100%'}"
"Razer Wolverine V2 Chroma Wired Gaming Controller for Xbox Series X|S, Xbox One, PC: RGB Lighting - RZ06-04010100-R3M1",851,"4.2 out of 5 stars, rating details",null,"11,439","₹11,43,900",https://m.media-amazon.com/images/I/61pQOM9eAdL._AC_UY218_.jpg,125,"{5: '66%', 4: '13%', 3: '8%', 2: '5%', 1: '8%'}"
"Razer Wolverine V2 - Wired Gaming Controller for Xbox Series X/S/One & PC (2 Freely Assignable Multifunction Buttons, Action Buttons and D-Pad, Hair Trigger Mode, 3.5 mm Analogue Audio Port) Mercury",289,"4.3 out of 5 stars, rating details",null,"10,974","₹17,999",https://m.media-amazon.com/images/I/6155vJr7boL._AC_UY218_.jpg,126,"{5: '67%', 4: '16%', 3: '6%', 2: '6%', 1: '5%'}"
"GameSir X2 Type-C Mobile Gaming Controller, Game Controller for Android, Plug and Play Gaming Controller Grip for Samsung Support Xbox Game Pass, xCloud, Stadia, and Vortex and More","2,498","3.9 out of 5 stars, rating details",null,"6,399","₹6,39,900",https://m.media-amazon.com/images/I/6187lTPH30L._AC_UY218_.jpg,127,"{5: '52%', 4: '21%', 3: '11%', 2: '5%', 1: '11%'}"
"Tobo Mobile Game Controller Gamepad for Phone OS Android PC: Works with Phone 15/14/13/12/11/X, iPad, Galaxy, TCL, Tablet, Call of Duty, Diablo Immortal - Directly Play (Black) (TD-1280GA)",7,"4.0 out of 5 stars, rating details",null,"1,899","₹8,999",https://m.media-amazon.com/images/I/51+-6DnCiIL._AC_UY218_.jpg,128,"{5: '58%', 4: '21%', 3: '0%', 2: '0%', 1: '21%'}"
"GameSir Nova Lite Controller for PC, Steam, Switch, iOS and Android devices, Wireless Gaming Gamepad with Hall Effect Joysticks, Turbo Function (black)",8,"4.3 out of 5 stars, rating details",null,"2,804","₹2,80,400",https://m.media-amazon.com/images/I/517OLbJnZvL._AC_UY218_.jpg,129,"{5: '63%', 4: '21%', 3: '0%', 2: '16%', 1: '0%'}"
Xbox wireless controller Sky Cipher Special Edition,474,"4.8 out of 5 stars, rating details",null,"7,999","₹9,999",https://m.media-amazon.com/images/I/71i2tEKlZ2L._AC_UY218_.jpg,130,"{5: '88%', 4: '8%', 3: '1%', 2: '1%', 1: '2%'}"
"Ant Plus Leo 200 Wired Gamepad with Integrated Force Feedback, ABXY Keys, Ergonomically Design, 1.8m USB Cable for PC",9,"3.7 out of 5 stars, rating details",null,999,"₹2,199",https://m.media-amazon.com/images/I/716rmisQPvL._AC_UY218_.jpg,131,"{5: '44%', 4: '33%', 3: '0%', 2: '0%', 1: '23%'}"
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc","2,607","4.0 out of 5 stars, rating details",1K+ bought in past month,"1,099","₹1,899",https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,132,"{5: '56%', 4: '20%', 3: '8%', 2: '4%', 1: '12%'}"
